"activity" "mean" "st.dev" "subject"
"SITTING" -0.647996135206071 0.512894224253915 2
"SITTING" -0.649544081963214 0.527285411692499 2
"SITTING" -0.646557196356786 0.532441993271797 2
"SITTING" -0.656123870032679 0.529192325172564 2
"SITTING" -0.655581047376768 0.533244934905066 2
"SITTING" -0.657194170180893 0.528204094456684 2
"LAYING" -0.615214538690357 0.526052334134317 2
"LAYING" -0.646790121993214 0.529151170548234 2
"LAYING" -0.639998301146964 0.548291146710264 2
"LAYING" -0.651338902035804 0.548862621336261 2
"LAYING" -0.653765730329107 0.550845987673415 2
"LAYING" -0.64460917930125 0.56400133280479 2
"LAYING" -0.651892933646607 0.556790520458869 2
"LAYING" -0.651293310692679 0.546886293381678 2
"LAYING" -0.638815246560714 0.559592745414135 2
"LAYING" -0.643926193793036 0.555503096252637 2
"LAYING" -0.639638291732857 0.55044144255381 2
"LAYING" -0.597898619398464 0.55503035175238 2
"LAYING" -0.615860741856786 0.553510205906669 2
"LAYING" -0.639015227989107 0.53871977579001 2
"LAYING" -0.637467525044821 0.546618517881277 2
"LAYING" -0.650606946880357 0.530403356136064 2
"LAYING" -0.652156155157393 0.528628803141074 2
"LAYING" -0.656432186046125 0.527683103103439 2
"LAYING" -0.644140857667143 0.543778279437285 2
"LAYING" -0.63656380355875 0.549999967250483 2
"LAYING" -0.654246670872607 0.529150278738534 2
"LAYING" -0.655923839255 0.528384751792073 2
"LAYING" -0.643194116066786 0.542838541347048 2
"LAYING" -0.649298494436786 0.536698381120224 2
"WALKING" -0.422636462192036 0.47493915636758 2
"WALKING" -0.397950654702143 0.470241153218703 2
"WALKING" -0.395862563401607 0.477311240081884 2
"WALKING" -0.404967948862732 0.474276488149391 2
"WALKING" -0.4329408788175 0.473102349257381 2
"WALKING" -0.427329798739161 0.473309798740989 2
"WALKING" -0.414207718335643 0.472803371938921 2
"WALKING" -0.4191468653325 0.47388602744062 2
"WALKING" -0.409972775143536 0.472801684477422 2
"WALKING" -0.410960771014821 0.476639921741401 2
"WALKING" -0.410130808158804 0.474218162227024 2
"WALKING" -0.381794841161304 0.466561515418347 2
"WALKING" -0.378438423915714 0.459168740822879 2
"WALKING" -0.409735785559464 0.463230534615563 2
"WALKING" -0.425122438035429 0.47690921937033 2
"WALKING" -0.434569551220357 0.470549748033356 2
"WALKING" -0.406678457264107 0.473526662715313 2
"WALKING" -0.394294103574232 0.475662637615658 2
"WALKING" -0.422424841497321 0.469450672558224 2
"WALKING" -0.422362155308875 0.46743968818242 2
"WALKING" -0.410577841425536 0.471178345333599 2
"WALKING" -0.409867322218929 0.47718687587644 2
"WALKING" -0.406970835522857 0.472251850594574 2
"WALKING" -0.415029693084286 0.469773821161549 2
"WALKING" -0.398976073489286 0.466773214385823 2
"WALKING" -0.411420873019643 0.469654657941965 2
"WALKING" -0.415314544242 0.470783247613738 2
"WALKING" -0.393878217573393 0.467699136923338 2
"WALKING" -0.388621262401143 0.465658089814445 2
"WALKING" -0.4113920920975 0.469067243110746 2
"WALKING_DOWNSTAIRS" -0.370906246995536 0.46987830472267 2
"WALKING_DOWNSTAIRS" -0.371379264844821 0.479477181525501 2
"WALKING_DOWNSTAIRS" -0.338911674846304 0.465111240510329 2
"WALKING_DOWNSTAIRS" -0.354659905974107 0.469942106505806 2
"WALKING_DOWNSTAIRS" -0.372306048219375 0.470810894655687 2
"WALKING_DOWNSTAIRS" -0.315147891983946 0.464827159505078 2
"WALKING_DOWNSTAIRS" -0.30119291285125 0.458687014731942 2
"WALKING_DOWNSTAIRS" -0.313121459008036 0.460437822105627 2
"WALKING_DOWNSTAIRS" -0.318944175770554 0.466115903354188 2
"WALKING_DOWNSTAIRS" -0.356485004531786 0.468357931111535 2
"WALKING_DOWNSTAIRS" -0.325429039192857 0.465499083943092 2
"WALKING_DOWNSTAIRS" -0.249026181525536 0.462420694409635 2
"WALKING_DOWNSTAIRS" -0.260100322331429 0.459699109377934 2
"WALKING_DOWNSTAIRS" -0.289523356250714 0.463697164816504 2
"WALKING_DOWNSTAIRS" -0.286238543638571 0.459908810254689 2
"WALKING_DOWNSTAIRS" -0.26104942380625 0.477432874508401 2
"WALKING_DOWNSTAIRS" -0.236271539693543 0.467416192780863 2
"WALKING_DOWNSTAIRS" -0.246199414891964 0.471952864616668 2
"WALKING_DOWNSTAIRS" -0.270557273747464 0.459577928920969 2
"WALKING_DOWNSTAIRS" -0.272191850424214 0.449476341444551 2
"WALKING_DOWNSTAIRS" -0.273573492923036 0.452962876346793 2
"WALKING_DOWNSTAIRS" -0.236131204886786 0.46591525517043 2
"WALKING_DOWNSTAIRS" -0.235282639837654 0.448005282917004 2
"WALKING_DOWNSTAIRS" -0.248569280860071 0.456390507011291 2
"WALKING_UPSTAIRS" -0.395525360562143 0.475379844206421 2
"WALKING_UPSTAIRS" -0.379040405821607 0.474690358643967 2
"WALKING_UPSTAIRS" -0.407462736169821 0.472730508550469 2
"WALKING_UPSTAIRS" -0.413598265213571 0.466523628880939 2
"WALKING_UPSTAIRS" -0.371795711254821 0.463153016972052 2
"WALKING_UPSTAIRS" -0.381391213634821 0.464561872200316 2
"WALKING_UPSTAIRS" -0.385750641718839 0.464372452863255 2
"WALKING_UPSTAIRS" -0.356287486976811 0.459178609601822 2
"WALKING_UPSTAIRS" -0.382673188045536 0.47512865923316 2
"WALKING_UPSTAIRS" -0.362174514479018 0.463949633146222 2
"WALKING_UPSTAIRS" -0.340867903062143 0.463630417272564 2
"WALKING_UPSTAIRS" -0.355985352070357 0.460203425598676 2
"WALKING_UPSTAIRS" -0.380177732021607 0.450588076901842 2
"WALKING_UPSTAIRS" -0.33846939842625 0.457051050042912 2
"WALKING_UPSTAIRS" -0.327168981828893 0.461997742603514 2
"WALKING_UPSTAIRS" -0.340282794214107 0.46058613513154 2
"WALKING_UPSTAIRS" -0.32818274408 0.454716848493021 2
"WALKING_UPSTAIRS" -0.356309492904911 0.474796045189786 2
"WALKING_UPSTAIRS" -0.365541588760218 0.471023218681891 2
"WALKING_UPSTAIRS" -0.368612958060304 0.459017656371796 2
"WALKING_UPSTAIRS" -0.358821295086464 0.46505715382163 2
"WALKING_UPSTAIRS" -0.366767883552679 0.461382719535696 2
"WALKING_UPSTAIRS" -0.355878603238321 0.44965617947323 2
"WALKING_UPSTAIRS" -0.308690625433929 0.437061041623171 2
"WALKING_UPSTAIRS" -0.31826166349725 0.447947253210532 2
"STANDING" -0.572868653995146 0.555650898363569 2
"STANDING" -0.625454430563107 0.532062605281887 2
"STANDING" -0.646534857821607 0.531790552323329 2
"STANDING" -0.638858658450321 0.53347734063033 2
"STANDING" -0.649184724611518 0.525587081811918 2
"STANDING" -0.631263839410929 0.546875067610138 2
"STANDING" -0.642391827025179 0.534472141828112 2
"STANDING" -0.654207552279107 0.529357968064841 2
"STANDING" -0.651141356789125 0.533435113441491 2
"STANDING" -0.657765117399464 0.524071170837157 2
"STANDING" -0.653647350998875 0.523728612404539 2
"STANDING" -0.602022224736071 0.558100974190676 2
"STANDING" -0.638872868156679 0.54931106066161 2
"STANDING" -0.64716199184625 0.531898822064233 2
"STANDING" -0.650225603798393 0.532324307664954 2
"STANDING" -0.657690098576071 0.522242850856177 2
"STANDING" -0.65820041480375 0.528889172387692 2
"STANDING" -0.650375909771607 0.536894223632759 2
"STANDING" -0.649438955753929 0.533556451020921 2
"STANDING" -0.651227489989821 0.535391294889383 2
"STANDING" -0.64947418321163 0.532667089146974 2
"STANDING" -0.652515070610179 0.525375840173031 2
"STANDING" -0.650434259700714 0.529492089552374 2
"SITTING" -0.596377161494286 0.545987291772835 2
"SITTING" -0.61668601516 0.549007450061484 2
"SITTING" -0.634614882564464 0.547415750495152 2
"SITTING" -0.645554125775161 0.535715699614825 2
"SITTING" -0.64269886242375 0.538240170225683 2
"SITTING" -0.636322744090179 0.547708035012384 2
"SITTING" -0.638353520716239 0.577791568738728 2
"SITTING" -0.655706587264268 0.552228152611846 2
"SITTING" -0.650388463103875 0.544274863898949 2
"SITTING" -0.65322120313 0.523615815664755 2
"SITTING" -0.649523088288929 0.526592015500555 2
"SITTING" -0.564211127042321 0.545912387309114 2
"SITTING" -0.615293864300357 0.564552795625011 2
"SITTING" -0.628085842647946 0.542528153503565 2
"SITTING" -0.639016037084821 0.532148158395691 2
"SITTING" -0.647281961211268 0.529304285739261 2
"SITTING" -0.649411827413036 0.532794538992573 2
"SITTING" -0.644131990587321 0.53088514875456 2
"SITTING" -0.6411792756325 0.534124468035975 2
"SITTING" -0.656832597982679 0.519214074371702 2
"SITTING" -0.653127746212857 0.519755599113188 2
"SITTING" -0.651499910248393 0.525984195333809 2
"LAYING" -0.580914690474704 0.539429782528332 2
"LAYING" -0.622124470548214 0.539933208301903 2
"LAYING" -0.631753390021429 0.541737619020323 2
"LAYING" -0.640507547696964 0.554180830953889 2
"LAYING" -0.656959501515 0.527994409961161 2
"LAYING" -0.6553663297675 0.529706772719116 2
"LAYING" -0.655129643588 0.532294149190121 2
"LAYING" -0.644319737625946 0.537872487247194 2
"LAYING" -0.64440521513375 0.558921711917449 2
"LAYING" -0.6461451852 0.550549907402558 2
"LAYING" -0.656348746984321 0.536437508130252 2
"LAYING" -0.599965103469107 0.538796865349643 2
"LAYING" -0.627429835493036 0.544947204919827 2
"LAYING" -0.643124462669786 0.542990718053636 2
"LAYING" -0.6564207954175 0.515578287086626 2
"LAYING" -0.653963271231679 0.520848190159409 2
"LAYING" -0.643375987583393 0.556689569050739 2
"LAYING" -0.64105843575875 0.551526096300674 2
"LAYING" -0.650191973372625 0.540612266955455 2
"LAYING" -0.643117615053393 0.551201970624708 2
"LAYING" -0.654049765293393 0.536838674729275 2
"LAYING" -0.645876033314286 0.54953222359598 2
"LAYING" -0.644306384587857 0.546515595034113 2
"LAYING" -0.650774780507679 0.542287367345317 2
"WALKING" -0.402895043279946 0.471581444159697 2
"WALKING" -0.353255658318036 0.462206103734943 2
"WALKING" -0.355854470869286 0.460261962002232 2
"WALKING" -0.3780852453485 0.464581279008083 2
"WALKING" -0.397599186994464 0.47518440068044 2
"WALKING" -0.377461599340321 0.471914210274316 2
"WALKING" -0.368313317402196 0.469093278612213 2
"WALKING" -0.384995730389554 0.467960863556146 2
"WALKING" -0.383201468421964 0.462724382134639 2
"WALKING" -0.368691323135714 0.462021618232568 2
"WALKING" -0.346808635195 0.468214048033011 2
"WALKING" -0.370836798461321 0.474219226195386 2
"WALKING" -0.383820963744018 0.471455879602158 2
"WALKING" -0.400158696525714 0.478223642067726 2
"WALKING" -0.397716974308929 0.479474744993537 2
"WALKING" -0.348724359782857 0.472488813588691 2
"WALKING" -0.29885794188875 0.470463385659922 2
"WALKING" -0.296477166694375 0.483804195448016 2
"WALKING" -0.338207574925768 0.481658185848539 2
"WALKING" -0.370206666865268 0.463421746746586 2
"WALKING" -0.37756227574375 0.464838121048637 2
"WALKING" -0.36153803713125 0.467180808299417 2
"WALKING" -0.336491015247232 0.469334878203442 2
"WALKING" -0.308522992044286 0.485052149998591 2
"WALKING" -0.312247687118036 0.479443062502993 2
"WALKING" -0.374967547112857 0.469689509373693 2
"WALKING" -0.370570654738571 0.472107855800003 2
"WALKING" -0.379448488651429 0.469313796535579 2
"WALKING" -0.399444030343857 0.484687069896147 2
"WALKING_DOWNSTAIRS" -0.301254584292429 0.46501331828409 2
"WALKING_DOWNSTAIRS" -0.299655609288929 0.457243279085653 2
"WALKING_DOWNSTAIRS" -0.295316958887143 0.465998042858774 2
"WALKING_DOWNSTAIRS" -0.249457110589964 0.466120757471035 2
"WALKING_DOWNSTAIRS" -0.224420199009286 0.459471355495297 2
"WALKING_DOWNSTAIRS" -0.277072554204107 0.46535881109237 2
"WALKING_DOWNSTAIRS" -0.196733863743393 0.479373972452788 2
"WALKING_DOWNSTAIRS" -0.172754950924446 0.479021651278112 2
"WALKING_DOWNSTAIRS" -0.286641222187857 0.468531748418575 2
"WALKING_DOWNSTAIRS" -0.246529032343929 0.472533048426258 2
"WALKING_DOWNSTAIRS" -0.209119655184286 0.472803934996243 2
"WALKING_DOWNSTAIRS" -0.203964667336625 0.471934580080571 2
"WALKING_DOWNSTAIRS" -0.210584671022286 0.460047371590097 2
"WALKING_DOWNSTAIRS" -0.180357604601589 0.477481875184792 2
"WALKING_DOWNSTAIRS" -0.209310207934446 0.474040424449687 2
"WALKING_DOWNSTAIRS" -0.239691965966071 0.458011800195653 2
"WALKING_DOWNSTAIRS" -0.227235089462321 0.457027264874067 2
"WALKING_DOWNSTAIRS" -0.134520930180714 0.471402911634525 2
"WALKING_DOWNSTAIRS" -0.166154718320536 0.464013983369616 2
"WALKING_DOWNSTAIRS" -0.239054333398893 0.451921812578138 2
"WALKING_DOWNSTAIRS" -0.182368949605179 0.466640523072359 2
"WALKING_DOWNSTAIRS" -0.181738094501536 0.470847824060059 2
"WALKING_DOWNSTAIRS" -0.212791855672161 0.473049461905444 2
"WALKING_UPSTAIRS" -0.3599704185025 0.47518517263887 2
"WALKING_UPSTAIRS" -0.366819244471607 0.47816640750859 2
"WALKING_UPSTAIRS" -0.381818551512875 0.46840916280795 2
"WALKING_UPSTAIRS" -0.392976440662732 0.4764806616276 2
"WALKING_UPSTAIRS" -0.397607526187679 0.477392382682303 2
"WALKING_UPSTAIRS" -0.407718157504464 0.470864222724169 2
"WALKING_UPSTAIRS" -0.392850192863571 0.471612571228042 2
"WALKING_UPSTAIRS" -0.387144820464821 0.483118644645757 2
"WALKING_UPSTAIRS" -0.363208119010893 0.480270535188665 2
"WALKING_UPSTAIRS" -0.32480274126875 0.475564185006319 2
"WALKING_UPSTAIRS" -0.358088750379889 0.458715538579897 2
"WALKING_UPSTAIRS" -0.383099308092321 0.465083434302412 2
"WALKING_UPSTAIRS" -0.375917565326786 0.463667599892348 2
"WALKING_UPSTAIRS" -0.368278458742679 0.46586044017864 2
"WALKING_UPSTAIRS" -0.341452652688696 0.460003100716231 2
"WALKING_UPSTAIRS" -0.355254169242857 0.468824267037367 2
"WALKING_UPSTAIRS" -0.341132388978929 0.475668114731079 2
"WALKING_UPSTAIRS" -0.33849148508725 0.464939331812308 2
"WALKING_UPSTAIRS" -0.358278202974286 0.473670986027768 2
"WALKING_UPSTAIRS" -0.349977794342714 0.472511854759987 2
"WALKING_UPSTAIRS" -0.380002971769696 0.470577643320188 2
"WALKING_UPSTAIRS" -0.380239111933857 0.467053906147419 2
"WALKING_UPSTAIRS" -0.372735155288875 0.469014133887972 2
"STANDING" -0.503464697698393 0.53915223447131 4
"STANDING" -0.577153712366786 0.511470853063172 4
"STANDING" -0.5975054486025 0.524960692178532 4
"STANDING" -0.620470848655536 0.530151183199281 4
"STANDING" -0.613282459464464 0.522033977079934 4
"STANDING" -0.616686691441607 0.516934860983822 4
"STANDING" -0.613957042824804 0.526192694468398 4
"STANDING" -0.623612265344464 0.519107636246362 4
"STANDING" -0.647531088308196 0.525884467319956 4
"STANDING" -0.647357058890875 0.531199940526405 4
"STANDING" -0.648962761158714 0.529767455235433 4
"STANDING" -0.641773268899464 0.536272310574686 4
"STANDING" -0.643026811563679 0.533237297596458 4
"STANDING" -0.645279201890893 0.533620372474055 4
"STANDING" -0.64237518875125 0.537436096786947 4
"STANDING" -0.624965574832679 0.528542371037814 4
"STANDING" -0.58628831983125 0.551102663413259 4
"STANDING" -0.629065720664964 0.549885311442215 4
"STANDING" -0.641665226550714 0.530363206343821 4
"STANDING" -0.640418234895 0.530419051793578 4
"STANDING" -0.639484356501 0.538951377268161 4
"STANDING" -0.642468948122393 0.528204409569388 4
"STANDING" -0.637815698447321 0.522406299550264 4
"STANDING" -0.631998970538571 0.520812871056971 4
"STANDING" -0.638029293055536 0.522062683186294 4
"STANDING" -0.642494772925714 0.522656930136831 4
"STANDING" -0.63705186703438 0.528113523837473 4
"STANDING" -0.583232656776857 0.526573518120486 4
"SITTING" -0.603214366019821 0.540217970267559 4
"SITTING" -0.641274518618036 0.546091607647314 4
"SITTING" -0.640547968217518 0.537025219753285 4
"SITTING" -0.633663341710607 0.545818677362742 4
"SITTING" -0.64772257235375 0.529925767713232 4
"SITTING" -0.645327957981607 0.53126396544222 4
"SITTING" -0.640676925059286 0.540765877000638 4
"SITTING" -0.640731584369232 0.537971126207424 4
"SITTING" -0.641125067092679 0.536079335541906 4
"SITTING" -0.643866474716071 0.54014980710498 4
"SITTING" -0.639583984645893 0.540740962845391 4
"SITTING" -0.637038570953768 0.525085547997427 4
"SITTING" -0.609879674728284 0.533798339354993 4
"SITTING" -0.629335115302321 0.54121446966932 4
"SITTING" -0.630360594988911 0.520078179809474 4
"SITTING" -0.630314018778036 0.521175024580496 4
"SITTING" -0.637251926469643 0.522249924359373 4
"SITTING" -0.635974074018268 0.535621894452914 4
"SITTING" -0.629897279378436 0.543019861629586 4
"SITTING" -0.647647148263429 0.525613901482731 4
"SITTING" -0.627332855930127 0.530434250585347 4
"SITTING" -0.632068253248893 0.524997339779997 4
"SITTING" -0.623961476229107 0.55483934235086 4
"SITTING" -0.64611048189925 0.51998062534263 4
"LAYING" -0.527888358928179 0.535338797260567 4
"LAYING" -0.589664854997839 0.53846923425986 4
"LAYING" -0.628330425871554 0.547122632366554 4
"LAYING" -0.639050655490357 0.544120422376226 4
"LAYING" -0.6457973595 0.539108287299771 4
"LAYING" -0.641129716915357 0.55051705544661 4
"LAYING" -0.641675377135179 0.550313277614506 4
"LAYING" -0.646388135239821 0.54357342693156 4
"LAYING" -0.64004115535875 0.54766209223139 4
"LAYING" -0.648621624710893 0.537086216459882 4
"LAYING" -0.643790086379286 0.544625656576168 4
"LAYING" -0.650572929297321 0.538910390694627 4
"LAYING" -0.648507423585179 0.532967729805515 4
"LAYING" -0.647138667779286 0.535766634408335 4
"LAYING" -0.652923985169857 0.532522969966209 4
"LAYING" -0.631088985574286 0.527478878964091 4
"LAYING" -0.538866221454732 0.524154098718434 4
"LAYING" -0.562080899569268 0.533419248997215 4
"LAYING" -0.630726731282143 0.540993168060217 4
"LAYING" -0.646108621524464 0.540027717220121 4
"LAYING" -0.648808160229821 0.533859193613461 4
"LAYING" -0.649834951353393 0.531611885211203 4
"LAYING" -0.649524763992125 0.532887656169509 4
"LAYING" -0.644347356853214 0.538566704037828 4
"LAYING" -0.654112608531464 0.530603833561683 4
"LAYING" -0.64366548300625 0.539325824239427 4
"LAYING" -0.646902446566834 0.542649327395248 4
"LAYING" -0.652520434491964 0.53656584065595 4
"LAYING" -0.648087299430357 0.537795282160896 4
"LAYING" -0.633041051545357 0.540243039664903 4
"WALKING" -0.476664048350893 0.489253495506285 4
"WALKING" -0.450121822599464 0.485895745585287 4
"WALKING" -0.454610461924375 0.487749191959919 4
"WALKING" -0.464475449419464 0.484910172555674 4
"WALKING" -0.441863379615179 0.481506444460015 4
"WALKING" -0.412851643473929 0.485341025305124 4
"WALKING" -0.417204794969929 0.487164368169507 4
"WALKING" -0.422006936717684 0.473480014854651 4
"WALKING" -0.430183789834643 0.484608088573904 4
"WALKING" -0.434595448274571 0.488473778362745 4
"WALKING" -0.447820875966429 0.487176375717749 4
"WALKING" -0.458437456080893 0.495666866087513 4
"WALKING" -0.457206343648036 0.482638346978391 4
"WALKING" -0.44327773207975 0.481857204957953 4
"WALKING" -0.458237070023571 0.490124113384047 4
"WALKING" -0.455148572611429 0.488168367194202 4
"WALKING" -0.443757578612857 0.484331912704193 4
"WALKING" -0.430271416752964 0.485924305867313 4
"WALKING" -0.418799094126429 0.491272012646499 4
"WALKING" -0.431078638853571 0.486474511455184 4
"WALKING" -0.433023503190893 0.483995684900545 4
"WALKING" -0.422466752125 0.474049430646247 4
"WALKING" -0.411195117208214 0.475747473217023 4
"WALKING" -0.400738157460982 0.472920953869123 4
"WALKING" -0.410213258172321 0.475315461683086 4
"WALKING" -0.425972329668929 0.486594809152408 4
"WALKING" -0.421904607853929 0.483116718352315 4
"WALKING" -0.429597479551429 0.483848372119853 4
"WALKING" -0.449909446944107 0.484832095848074 4
"WALKING" -0.442873063468929 0.482488708400509 4
"WALKING" -0.428747624275357 0.482348931612417 4
"WALKING_DOWNSTAIRS" -0.409888015324464 0.495397335809995 4
"WALKING_DOWNSTAIRS" -0.420797547758036 0.498796568777838 4
"WALKING_DOWNSTAIRS" -0.412800888504429 0.484171965868415 4
"WALKING_DOWNSTAIRS" -0.4044506010625 0.496717990179993 4
"WALKING_DOWNSTAIRS" -0.347668306883214 0.500309834015155 4
"WALKING_DOWNSTAIRS" -0.423897474376679 0.493024250181271 4
"WALKING_DOWNSTAIRS" -0.439255404875179 0.5000518570371 4
"WALKING_DOWNSTAIRS" -0.439541716356429 0.488546631689369 4
"WALKING_DOWNSTAIRS" -0.396838628630536 0.468167637889889 4
"WALKING_DOWNSTAIRS" -0.383313230511607 0.465197628795484 4
"WALKING_DOWNSTAIRS" -0.413306271689643 0.473372761467384 4
"WALKING_DOWNSTAIRS" -0.401214046691607 0.473022218874001 4
"WALKING_DOWNSTAIRS" -0.415066071586054 0.482628760667079 4
"WALKING_DOWNSTAIRS" -0.386065716530357 0.486629171142184 4
"WALKING_DOWNSTAIRS" -0.365404039984107 0.481577461691797 4
"WALKING_DOWNSTAIRS" -0.389932168461607 0.498020429962173 4
"WALKING_DOWNSTAIRS" -0.379000774988393 0.501351471558572 4
"WALKING_DOWNSTAIRS" -0.416586216120714 0.484112465761987 4
"WALKING_DOWNSTAIRS" -0.402651543530714 0.48310574312511 4
"WALKING_DOWNSTAIRS" -0.388052178197286 0.475911598189242 4
"WALKING_DOWNSTAIRS" -0.377593125616071 0.469736830836916 4
"WALKING_DOWNSTAIRS" -0.378503481216446 0.479557207825202 4
"WALKING_DOWNSTAIRS" -0.337615240419464 0.485299886288672 4
"WALKING_UPSTAIRS" -0.449307307219464 0.484796104319747 4
"WALKING_UPSTAIRS" -0.461890904325 0.496382195192661 4
"WALKING_UPSTAIRS" -0.459810424739464 0.484319045713427 4
"WALKING_UPSTAIRS" -0.451472990743036 0.475538552562974 4
"WALKING_UPSTAIRS" -0.465309783529286 0.489068482720821 4
"WALKING_UPSTAIRS" -0.454161297938393 0.477647231288766 4
"WALKING_UPSTAIRS" -0.450090890227343 0.475998546202395 4
"WALKING_UPSTAIRS" -0.462460684890893 0.479594232929074 4
"WALKING_UPSTAIRS" -0.454509826630714 0.484075842567461 4
"WALKING_UPSTAIRS" -0.453182269577143 0.486382211915668 4
"WALKING_UPSTAIRS" -0.474839475001964 0.487933466251337 4
"WALKING_UPSTAIRS" -0.417636654973214 0.489229318738984 4
"WALKING_UPSTAIRS" -0.438727255448482 0.498130049569765 4
"WALKING_UPSTAIRS" -0.426518655896429 0.485795275738462 4
"WALKING_UPSTAIRS" -0.437663104842954 0.479621407420988 4
"WALKING_UPSTAIRS" -0.440478889845357 0.489488113442322 4
"WALKING_UPSTAIRS" -0.417437420737821 0.480382365293403 4
"WALKING_UPSTAIRS" -0.412735432377321 0.47310938157576 4
"WALKING_UPSTAIRS" -0.395577523384643 0.46800588529683 4
"WALKING_UPSTAIRS" -0.393326853801304 0.471935306405469 4
"WALKING_UPSTAIRS" -0.384412952600804 0.486739012469461 4
"WALKING_UPSTAIRS" -0.404032794717321 0.487022179147165 4
"WALKING_UPSTAIRS" -0.412238211299286 0.475954762886327 4
"WALKING_UPSTAIRS" -0.400137541863929 0.478747162478933 4
"WALKING_UPSTAIRS" -0.402827948716786 0.479224233017233 4
"WALKING_UPSTAIRS" -0.412664292961607 0.48616791157172 4
"WALKING_UPSTAIRS" -0.402429894160357 0.474746410074302 4
"WALKING_UPSTAIRS" -0.398721401619286 0.47106119233511 4
"STANDING" -0.48911268881625 0.532523091907942 4
"STANDING" -0.555852272234036 0.5403270405321 4
"STANDING" -0.595533085490804 0.53113638526389 4
"STANDING" -0.608892907663018 0.521121313523598 4
"STANDING" -0.613955815207143 0.517345807374681 4
"STANDING" -0.621870790592768 0.525795871081241 4
"STANDING" -0.630957654186964 0.523896001339685 4
"STANDING" -0.630621790240179 0.529141829812101 4
"STANDING" -0.633191660672036 0.519666331842274 4
"STANDING" -0.622708993173036 0.522305040096955 4
"STANDING" -0.6216597198985 0.516890646819524 4
"STANDING" -0.612443040687786 0.53198621632665 4
"STANDING" -0.622138155506607 0.530731005382211 4
"STANDING" -0.638168423832321 0.524861220992614 4
"STANDING" -0.638733638151 0.535976252883927 4
"STANDING" -0.637989276910357 0.520755409102438 4
"STANDING" -0.548129129241607 0.543948618369321 4
"STANDING" -0.611466904928393 0.565519680829593 4
"STANDING" -0.619171699605 0.552593894599286 4
"STANDING" -0.629743506751679 0.527129755057293 4
"STANDING" -0.630239958675946 0.519340001324851 4
"STANDING" -0.626050737358196 0.519104550773165 4
"STANDING" -0.640268144510393 0.512702511756211 4
"STANDING" -0.639125358331071 0.528393852121977 4
"STANDING" -0.63195822450625 0.540994663020941 4
"STANDING" -0.633474511180893 0.533884703167769 4
"STANDING" -0.642653688227589 0.534997730590029 4
"STANDING" -0.647069630031429 0.52894107493453 4
"SITTING" -0.551393680905107 0.551459215017271 4
"SITTING" -0.600958868925696 0.552832503252457 4
"SITTING" -0.637046738029286 0.544501688798571 4
"SITTING" -0.641496562251857 0.536616069887359 4
"SITTING" -0.65674928727375 0.519769474777245 4
"SITTING" -0.639837745333018 0.508384475896518 4
"SITTING" -0.628471145134107 0.509044148223133 4
